periode,site,"xcoord,N,24,15","ycoord,N,24,15",structure_num,proprétaire,structure_type,animal,animal_emp,animal_part,chien,chien_emp,chien_part,bovin,bovin_emp,bovin_part,ovin,ovin_emp,ovin_part,cheval,cheval_emp,cheval_part,porc,porc_emp,porc_part,volaille,volaille_emp,volaille_part,cervide,cervide_emp,cervide_part,poisson,poisson_emp,poisson_part,singe,singe_emp,singe_part,renard,renard_emp,renard_part,elephant,elephant_emp,elephant_part,oiseaux,oiseaux_part,tortue,glire,total
"4,00",Yinxu_ouest,"12725870,27","4317472,763",六1042,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",六1043,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",六1044,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",六1053,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",六1070,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Yinxu_ouest,"12725870,27","4317472,763",六1074,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",六1075,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Yinxu_ouest,"12725870,27","4317472,763",六1078,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",六1082,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",六1085,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Yinxu_ouest,"12725870,27","4317472,763",六1091,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",六1103,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Yinxu_ouest,"12725870,27","4317472,763",七43,,tombe,,,,,,,,,,,,,"2,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",七46,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",七50,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",七53,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",七55,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Yinxu_ouest,"12725870,27","4317472,763",七150,,tombe,,,,,,,,,,,,,"2,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Yinxu_ouest,"12725870,27","4317472,763",七151,,tombe,,,,,,,,,,,,,"2,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Yinxu_ouest,"12725870,27","4317472,763",七914,,tombe,,,,"2,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",七921,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",七922,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",七923,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",七928,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",七929,,tombe,"1,00",,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Yinxu_ouest,"12725870,27","4317472,763",七931,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",七934,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",七936,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",七953,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",七960,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Yinxu_ouest,"12725870,27","4317472,763",七969,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",七970,,tombe,"1,00",,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",七973,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",七974,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Yinxu_ouest,"12725870,27","4317472,763",七981,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Yinxu_ouest,"12725870,27","4317472,763",七983,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"2,00",Yinxu_ouest,"12725870,27","4317472,763",七991,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",七992,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",七994,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Yinxu_ouest,"12725870,27","4317472,763",八94,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",八95,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",八261,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",八263,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Yinxu_ouest,"12725870,27","4317472,763",八265,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",八274,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",八280,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Yinxu_ouest,"12725870,27","4317472,763",八1127,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Yinxu_ouest,"12725870,27","4317472,763",八1129,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",八1136,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",八1144,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Yinxu_ouest,"12725870,27","4317472,763",七84M1713,homme;grande_noblesse,tombe,,,,"2,00",fosse_ceinture;salle_tombeau,,"2,00",plateforme_2,membre;sacrum,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,00"
,Yinxu_ouest,"12725870,27","4317472,763",七M43,,fosse_char_cheval,,,,,,,,,,,,,"2,00",fosse_char_cheval,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Yinxu_ouest,"12725870,27","4317472,763",七M150,,fosse_char_cheval,,,,,,,,,,,,,"2,00",fosse_char_cheval,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Yinxu_ouest,"12725870,27","4317472,763",七M151,,fosse_char_cheval,,,,,,,,,,,,,"2,00",fosse_char_cheval,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Yinxu_ouest,"12725870,27","4317472,763",六M7,,fosse_char_cheval,,,,,,,,,,,,,"2,00",fosse_char_cheval,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Yinxu_ouest,"12725870,27","4317472,763",M698,,tombe,,,,,,,,,,,,,"2,00",rampe,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"3,50",Wangyukou,"12725087,47","4316444,205",97王裕口M40,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Wangyukou,"12725087,47","4316444,205",97王裕口M45,,tombe,,,,"1,00",plateforme_2,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Wangyukou,"12725087,47","4316444,205",97王裕口M79,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Wangyukou,"12725087,47","4316444,205",97王裕口M80,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Wangyukou,"12725087,47","4316444,205",97王裕口M83,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Wangyukou,"12725087,47","4316444,205",97王裕口M84,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Wangyukou,"12725087,47","4316444,205",97王裕口M03,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Wangyukou,"12725087,47","4316444,205",97王裕口M01,,tombe,"1,00",mobilier,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Wangyukou,"12725087,47","4316444,205",09王裕口M103,homme,tombe,,,,"3,00",fosse_ceinture;remblai;plateforme_2,entier,"1,00",plateforme_2,membre,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,00"
"3,00",Wangyukou,"12725087,47","4316444,205",09王裕口M94,,tombe,,,,"4,00",fosse_ceinture;remblai;plateforme_2,entier;membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,00"
"3,00",Wangyukou,"12725087,47","4316444,205",王裕口2号楼M1,,tombe,,,,"1,00",plateforme_2,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Wangyukou,"12725087,47","4316444,205",王裕口4号楼M2,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Wangyukou,"12725087,47","4316444,205",09王裕口H509一层,,fosse,,,,,,,,,,,,,,,,,,,,,,,,,"1,00",fosse,,,,,,,,,,,,,,"1,00","2,00"
"3,00",Wangyukou,"12725087,47","4316444,205",09王裕口T0334J5一层,,fosse,"20,00",fosse,scapulas;vertèbre;côte;phalange,,,,,,,,,,"1,00",fosse,tête,"1,00",fosse,tête,,,,,,,,,,,,,,,,,,,,,,,"22,00"
"4,00",Baijiafen,"12723787,93","4316740,586",白家坟M150,,fosse,,,,,,,,,,,,,"2,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Baijiafen,"12723787,93","4316740,586",白家坟M151,,fosse_char_cheval,,,,,,,,,,,,,"2,00",fosse_char_cheval,entier,,,,,,,,,,,,,,,,,,,,,,,,,,
"4,00",Baijiafen,"12723787,93","4316740,586",白家坟M43,,fosse_char_cheval,,,,,,,,,,,,,"2,00",fosse_char_cheval,entier,,,,,,,,,,,,,,,,,,,,,,,,,,
,Baijiafen,"12723787,93","4316740,586",59白家坟M1,,fosse_char_cheval,,,,,,,,,,,,,"2,00",fosse_char_cheval,entier,,,,,,,,,,,,,,,,,,,,,,,,,,
,Baijiafen,"12723787,93","4316740,586",59白家坟M2,,fosse_char_cheval,,,,,,,,,,,,,"2,00",fosse_char_cheval,entier,,,,,,,,,,,,,,,,,,,,,,,,,,
,Baijiafen,"12723787,93","4316740,586",72白家坟M7,,fosse_char_cheval,,,,,,,,,,,,,"2,00",fosse_char_cheval,entier,,,,,,,,,,,,,,,,,,,,,,,,,,
,Baijiafen,"12723787,93","4316740,586",白家坟M698,,fosse_char_cheval,,,,,,,,,,,,,"2,00",fosse_char_cheval,entier,,,,,,,,,,,,,,,,,,,,,,,,,,
,Baijiafen,"12723787,93","4316740,586",白家坟M1613,,fosse_char_cheval,,,,,,,,,,,,,"2,00",fosse_char_cheval,entier,,,,,,,,,,,,,,,,,,,,,,,,,,
,Baijiafen,"12723787,93","4316740,586",58-61西B区M42,,tombe,"1,00",,os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Baijiafen,"12723787,93","4316740,586",58-61西B区M49,,tombe,,,,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Baijiafen,"12723787,93","4316740,586",58-61西A区M23,,tombe,"1,00",,os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Baijiafen,"12723787,93","4316740,586",58-61西A区M64,,tombe,"1,00",,os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Baijiafen,"12723787,93","4316740,586",58-61西B区M14,,tombe,,,,,,,,,,"1,00",,os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Laoliuzhuang,12724244,4314595,2006M3,,tombe,,,,"1,00",plateforme_2,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Laoliuzhuang,12724244,4314595,2006M4,,tombe,,,,"1,00",,os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,50",Laoliuzhuang,12724244,4314595,2006M5,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"5,00",Huayuanzhuang,"12725561,74","4316817,63",花园庄M2,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"5,00",Huayuanzhuang,"12725561,74","4316817,63",花园庄M5,homme,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"5,00",Huayuanzhuang,"12725561,74","4316817,63",花园庄M8,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"5,00",Huayuanzhuang,"12725561,74","4316817,63",花园庄M12,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"5,00",Huayuanzhuang,"12725561,74","4316817,63",花园庄M14,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Huayuanzhuang,"12725561,74","4316817,63",1999M40,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Huayuanzhuang,"12725561,74","4316817,63",1999M42,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Huayuanzhuang,"12725561,74","4316817,63",1999M43,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Huayuanzhuang,"12725561,74","4316817,63",1992M48,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Huayuanzhuang,"12725561,74","4316817,63",1992M51,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Huayuanzhuang,"12725561,74","4316817,63",1992M52,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Huayuanzhuang,"12725561,74","4316817,63",1992M53,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Huayuanzhuang,"12725561,74","4316817,63",2001M54,homme,tombe,,,,"15,00",fosse_ceinture;remblai;plateforme_2,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,00"
"3,00",Huayuanzhuang,"12725561,74","4316817,63",2002M77,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Huayuanzhuang,"12725561,74","4316817,63",2002M86,,tombe,,,,"1,00",plateforme_2,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Huayuanzhuang,"12725561,74","4316817,63",2002M92,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,50",Huayuanzhuang,"12725561,74","4316817,63",86-87花园庄H1,,fosse,"1,00",fosse,,,,,,,,,,,,,,,,,,,,"1,00",fosse,corne,,,,,,,,,,,,,,,,,"2,00"
"3,50",Huayuanzhuang,"12725561,74","4316817,63",86-87花园庄H7,,fosse,"1,00",fosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,50",Huayuanzhuang,"12725561,74","4316817,63",86-87花园庄H8,,fosse,"1,00",fosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,50",Huayuanzhuang,"12725561,74","4316817,63",86-87花园庄H16,,fosse,"1,00",fosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,50",Huayuanzhuang,"12725561,74","4316817,63",86-87花园庄H27,,fosse,,,,"1,00",fosse,,"10,00",fosse,,,,,,,,"1,00",fosse,,,,,"1,00",fosse,corne,,,,,,,,,,,,,,,,,"13,00"
"3,50",Huayuanzhuang,"12725561,74","4316817,63",86-87花园庄H30,,fosse,,,,,,,,,,,,,,,,,,,,,,"1,00",fosse,,,,,,,,,,,,,,,,,,"1,00"
"3,50",Huayuanzhuang,"12725561,74","4316817,63",86-87花园庄H32,,fosse,"1,00",fosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Miaopu,"12726271,8","4315466,784",80APNM19,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,"1,00",remblai,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00"
"3,00",Miaopu,"12726271,8","4315466,784",82APNM80,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Miaopu,"12726271,8","4315466,784",82APNM54,,tombe,,,,"2,00",fosse_ceinture;plateforme_2,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Miaopu,"12726271,8","4315466,784",80APNM15,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"1,00",Miaopu,"12726271,8","4315466,784",84苗圃北M118,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"1,00",Miaopu,"12726271,8","4315466,784",84苗圃北M123,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Miaopu,"12726271,8","4315466,784",84苗圃北M99,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,50",Miaopu,"12726271,8","4315466,784",84苗圃北M105,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Miaopu,"12726271,8","4315466,784",84苗圃北M129,,tombe,,,,"1,00",plateforme_2,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"1,00",Miaopu,"12726271,8","4315466,784",59M212,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"1,00",Miaopu,"12726271,8","4315466,784",59M58,,tombe,,,,"1,00",fosse_ceinture,entier,"1,00",,corne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"1,00",Miaopu,"12726271,8","4315466,784",84M98,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"1,00",Miaopu,"12726271,8","4315466,784",84M113,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"1,00",Miaopu,"12726271,8","4315466,784",84M118,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"1,00",Miaopu,"12726271,8","4315466,784",84M123,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"1,00",Miaopu,"12726271,8","4315466,784",84苗圃M116,,tombe,,,,,,,,,,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"1,00",Miaopu,"12726271,8","4315466,784",84苗圃M44,,tombe,,,,"1,00",fosse_ceinture,entier,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Miaopu,"12726271,8","4315466,784",58-61北地M48,,tombe,,,,,,,,,,,,,,,,,,,,,,,,,"1,00",,os,,,,,,,,,,,,,,"1,00"
,Miaopu,"12726271,8","4315466,784",58-61北地M58,,tombe,,,,,,,"1,00",,borne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Miaopu,"12726271,8","4315466,784",58-61北地M205,,tombe,,,,,,,,,,,,,,,,,,,,,,,,,"1,00",,os,,,,,,,,,,,,,,"1,00"
,Miaopu,"12726271,8","4315466,784",58-61北地M207,,tombe,,,,,,,,,,,,,,,,,,,,,,,,,"1,00",,os,,,,,,,,,,,,,,"1,00"
,Miaopu,"12726271,8","4315466,784",58-61北地M246,,tombe,,,,,,,,,,,,,,,,,,,,,,,,,"1,00",,os,,,,,,,,,,,,,,"1,00"
,Miaopu,"12726271,8","4315466,784",58-61北地M28,,tombe,,,,,,,,,,,,,,,,,,,,,,,,,"2,00",,os,,,,,,,,,,,,,,"2,00"
,Miaopu,"12726271,8","4315466,784",58-61IT1.4,,fosse,,,,,,,"1,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Miaopu,"12726271,8","4315466,784",58-61T130.5.H25,,fosse,,,,,,,,,,,,,"1,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Miaopu,"12726271,8","4315466,784",58-61T129.5.H39,,fosse,,,,,,,,,,,,,"1,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,50",Fanjiazhuang,12722396,4319015,05范家庄M4,,tombe,,,,"3,00",plateforme_2,entier,"1,00",plateforme_2,membre,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,00"
"1,00",Xuejiazhuang,12726847,"4316182,835",83薛家庄M1,,tombe,,,,"1,00",plateforme_2,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Xuejiazhuang,12726847,"4316182,835",83薛家庄M3,,tombe,,,,"6,00",fosse_ceinture;remblai;plateforme_2,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,00"
,Xuejiazhuang,12726847,"4316182,835",57薛家庄M1,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Xuejiazhuang,12726847,"4316182,835",57薛家庄M7,,tombe,,,,"1,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Xibeigang,"12724067,55","4319887,248",M1001,,tombe,,,,"1,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"5,00",Xibeigang,"12724368,57","4319788,034",西北冈大马坑,,fosse,,,,,,,,,,,,,"37,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,
"5,00",Xibeigang,"12724368,57","4319788,034",西北冈M1887,,fosse,,,,,,,,,,,,,"3,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
