periode,site,"xcoord,N,24,15","ycoord,N,24,15",structure_num,proprétaire,structure_type,animal,animal_emp,animal_part,chien,chien_emp,chien_part,bovin,bovin_emp,bovin_part,ovin,ovin_emp,ovin_part,cheval,cheval_emp,cheval_part,porc,porc_emp,porc_part,volaille,volaille_emp,volaille_part,cervide,cervide_emp,cervide_part,poisson,poisson_emp,poisson_part,singe,singe_emp,singe_part,renard,renard_emp,renard_part,elephant,elephant_emp,elephant_part,oiseaux,oiseaux_part,tortue,glire,total
,Yinxu_ouest,"12725870,27","4317472,763",殷墟B57,,fosse,"1,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Yinxu_ouest,"12725870,27","4317472,763",殷墟B69,,fosse,"10,00",fosse,articulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,00"
"1,50",Sanjiazhuang,"12726098,08","4320089,929",80三家庄M1,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"1,50",Sanjiazhuang,"12726098,08","4320089,929",80三家庄M2,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"1,50",Sanjiazhuang,"12726098,08","4320089,929",80三家庄M3,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"1,00",Sanjiazhuang,"12726098,08","4320089,929",80三家庄M4,,tombe,,,,"2,00",fosse_ceinture;plateforme_2,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Sanjiazhuang,"12726098,08","4320089,929",80三家庄M6,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Wudaogou,,,WTKM1,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Wudaogou,,,WTKM2,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Renjiazhuang,"12727030,38","4314802,908",16-17任家庄M114,,tombe,,,,"1,00",fosse_ceinture,entier,,,,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"2,50",Renjiazhuang,"12727030,38","4314802,908",16-17任家庄M168,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Renjiazhuang,"12727030,38","4314802,908",,,tombe,"1,00",plateforme_2,tête,,,,"1,00",plateforme_2,tête,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"4,00",Renjiazhuang,"12727030,38","4314802,908",,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Renjiazhuang,"12727030,38","4314802,908",侯家庄HPKM1001,,tombe,,,,"8,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,00"
,Houjiazhuang,"12723628,48","4318737,252",侯家庄HPKM1004,,tombe,,,,"1,00",coté,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Houjiazhuang,"12723628,48","4318737,252",侯家庄北地78AHBM1,,tombe,,,,"1,00",,,"1,00",,,,,,"2,00",rampe,,"1,00",,,,,,"1,00",rampe,,,,,,,,,,,,,,,,,,"6,00"
,Houjiazhuang,"12723628,48","4318737,252",1002,,tombe,,,,,,,"1,00",,membre,"1,00",,membre,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,"3,00"
,Houjiazhuang,"12723628,48","4318737,252",M1550,,fosse,,,,"1,00",fosse,,"2,00",fosse,,"1,00",fosse,,"30,00",fosse,,,,,,,,,,,,,,"1,00",fosse,,"1,00",fosse,,"1,00",fosse,,,,,"1,00","38,00"
,Houjiazhuang,"12723628,48","4318737,252",,,fosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00",fosse,,,,,,"1,00"
,Houjiazhuang,"12723628,48","4318737,252",,,fosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00",fosse,,,,,,"1,00"
"2,00",Houjiazhuang,"12723628,48","4318737,252",83-86安阳刘家庄M10,homme,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Liujiazhuang,"12724258,32","4314592,039",83-86安阳刘家庄M16,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Liujiazhuang,"12724258,32","4314592,039",83-86安阳刘家庄M33,homme,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Liujiazhuang,"12724258,32","4314592,039",83-86安阳刘家庄M11,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Liujiazhuang,"12724258,32","4314592,039",83-86安阳刘家庄M12,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Liujiazhuang,"12724258,32","4314592,039",83-86安阳刘家庄M34,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Liujiazhuang,"12724258,32","4314592,039",83-86安阳刘家庄M21,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Liujiazhuang,"12724258,32","4314592,039",83-86安阳刘家庄M32,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",83-86安阳刘家庄M20,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",83-86安阳刘家庄M23,femme,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",95-96刘家庄M1,homme,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Liujiazhuang,"12724258,32","4314592,039",83-86刘家庄M1,,tombe,,,,"1,00",fosse_ceinture,entier,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"3,00",Liujiazhuang,"12724258,32","4314592,039",95-96刘家庄M3,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Liujiazhuang,"12724258,32","4314592,039",95-96刘家庄M6,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Liujiazhuang,"12724258,32","4314592,039",95-96刘家庄M12,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Liujiazhuang,"12724258,32","4314592,039",95-96刘家庄M14,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Liujiazhuang,"12724258,32","4314592,039",95-96刘家庄M16,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",95-96刘家庄M17,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",95-96刘家庄M26,femme,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Liujiazhuang,"12724258,32","4314592,039",95-96刘家庄M29,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Liujiazhuang,"12724258,32","4314592,039",95-96刘家庄M32,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",95-96刘家庄M33,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Liujiazhuang,"12724258,32","4314592,039",95-96刘家庄M34,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Liujiazhuang,"12724258,32","4314592,039",83-86安阳刘家庄M13,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",83-86安阳刘家庄M17,,tombe,,,,"1,00",remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Liujiazhuang,"12724258,32","4314592,039",83-86安阳刘家庄M14,,tombe,,,,"2,00",fosse_ceinture;remblai,entier,"1,00",plateforme_2,membre,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,00"
"4,00",Liujiazhuang,"12724258,32","4314592,039",83-86安阳刘家庄M9,duo,tombe,,,,"3,00",fosse_ceinture;remblai;plateforme_2,entier;tête,"2,00",plateforme_2,membre;tête,"1,00",plateforme_2,tête,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,00"
,Liujiazhuang,"12724258,32","4314592,039",09-10刘家庄北M1,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",09-10刘家庄北M20,,tombe,,,,"3,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00"
,Liujiazhuang,"12724258,32","4314592,039",09-10刘家庄北M23,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",09-10刘家庄北M33,,tombe,,,,"5,00",fosse_ceinture;coté,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,00"
,Liujiazhuang,"12724258,32","4314592,039",09-10刘家庄北M34,homme,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",09-10刘家庄北M88,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",09-10刘家庄北M89,homme,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",09-10刘家庄北M91,homme,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",09-10刘家庄北M92,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",09-10刘家庄北M94,,tombe,,,,"2,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Liujiazhuang,"12724258,32","4314592,039",10-11刘家庄北M70,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",10-11刘家庄北M220,,tombe,,,,"2,00",fosse_ceinture;plateforme_2,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Liujiazhuang,"12724258,32","4314592,039",05刘家庄北M121,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",08刘家庄北M508,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",06刘家庄北M44,homme,tombe,,,,"1,00",cercueil,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Liujiazhuang,"12724258,32","4314592,039",94刘家庄北M793,,tombe,,,,"5,00",fosse_ceinture;remblai;coté,entier;tête,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,00"
"2,00",Liujiazhuang,"12724258,32","4314592,039",刘家庄南85AQMM59,homme,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Liujiazhuang,"12724258,32","4314592,039",刘家庄南85AQMM13,duo;femmeagée_hommejeune,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Liujiazhuang,"12724258,32","4314592,039",刘家庄南85AQMM14,jeune,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Liujiazhuang,"12724258,32","4314592,039",刘家庄南85AQMM54,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Liujiazhuang,"12724258,32","4314592,039",刘家庄南85AQMM42,,tombe,,,,,,,"1,00",plateforme_2,sans_tête,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",92ALNM346,,fosse_char_cheval,,,,,,,,,,,,,"1,00",fosse_char_cheval,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",92ALNM347,,fosse_char_cheval,,,,,,,,,,,,,"1,00",fosse_char_cheval,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",92ALNM348,,fosse_char_cheval,,,,,,,,,,,,,"1,00",fosse_char_cheval,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",92ALNM350,,fosse_char_cheval,,,,,,,,,,,,,"1,00",fosse_char_cheval,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",93ALNM438,,fosse_char_cheval,,,,,,,,,,,,,"1,00",fosse_char_cheval,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",93ALNM439,,fosse_char_cheval,,,,,,,,,,,,,"1,00",fosse_char_cheval,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",M339,,fosse_char_cheval,,,,,,,,,,,,,"2,00",fosse_char_cheval,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Liujiazhuang,"12724258,32","4314592,039",09AYYJYM33,,tombe,,,,"5,00",fosse_ceinture;plateforme_2,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,00"
,Liujiazhuang,"12724258,32","4314592,039",09AYYJYM20,,tombe,,,,"3,00",fosse_ceinture;remblai,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00"
,Liujiazhuang,"12724258,32","4314592,039",09AYYJYM29,,tombe,,,,,,,,,,,,,,,,,,,,,,,,,"1,00",plateforme_2,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",08刘家庄北H524一层,,fosse,,,,,,,,fosse,,,,,"2,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Liujiazhuang,"12724258,32","4314592,039",08刘家庄北H524一层,,fosse,,,,,,,"9,00",fosse,membre,,,,"14,00",fosse,entier;membre,"5,00",fosse,entier;membre,,,,,,,,,,,,,,,,,,,,,,,"28,00"
,Liujiazhuang,"12724258,32","4314592,039",08刘家庄北T0608G8,,fosse,,,,,,,,fosse,,,,,,,,"1,00",fosse,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",08刘家庄北T2300M718,,fosse,,,,,,,"1,00",fosse,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",08刘家庄北T0315M53,,fosse,,,,,,,"1,00",mobilier,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Liujiazhuang,"12724258,32","4314592,039",08刘家庄北T0315M53,,fosse,,,,"1,00",mobilier,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Liujiazhuang,"12724258,32","4314592,039",10-11刘家庄北H1050,,fosse,,,,,,,"1,00",fosse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Bodiyuan,12723803,4316700,2007M17,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Hougang,"12727277,67","4316311,992",71后冈M32,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Hougang,"12727277,67","4316311,992",71后冈M47,,tombe,,,,"1,00",plateforme_2,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Hougang,"12727277,67","4316311,992",71后冈M16,,tombe,,,,"2,00",fosse_ceinture;plateforme_2,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"1,50",Hougang,"12727277,67","4316311,992",71后冈M3,,tombe,,,,,,,,,,,,,"2,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Hougang,"12727277,67","4316311,992",91后冈M9,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Hougang,"12727277,67","4316311,992",91后冈M12,,tombe,,,,"2,00",fosse_ceinture;plateforme_2,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
"3,00",Hougang,"12727277,67","4316311,992",91后冈M14,,tombe,,,,,,,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Hougang,"12727277,67","4316311,992",91后冈M19,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Hougang,"12727277,67","4316311,992",91后冈M26,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Hougang,"12727277,67","4316311,992",91后冈M27,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Hougang,"12727277,67","4316311,992",91后冈M33,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Hougang,"12727277,67","4316311,992",91后冈M37,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Hougang,"12727277,67","4316311,992",91后冈M39,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Hougang,"12727277,67","4316311,992",58-61M2,,tombe,,,,,,,,,,"1,00",,os,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Sipanmo,"12724387,73","4317485,219",SPM2,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Sipanmo,"12724387,73","4317485,219",SPM5,,tombe,,,,"1,00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Sipanmo,"12724387,73","4317485,219",SPM15,,tombe,"2,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Sipanmo,"12724387,73","4317485,219",SPM1,,tombe,,,,,,,"1,00",,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",84-88大司空北M10,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",84-88大司空北M13,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",84-88大司空北M14,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",84-88大司空北M19,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",84-88大司空北M20,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",84-88大司空北M23,homme,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",84-88大司空北M26,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Dasikong,"12726555,15","4317906,257",84-88大司空北M27,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",84-88大司空北M30,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",84-88大司空北M31,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"3,00",Dasikong,"12726555,15","4317906,257",84-88大司空北M34,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"2,00",Dasikong,"12726555,15","4317906,257",84-88大司空北M43,homme,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",84-88大司空北M52,homme,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
"4,00",Dasikong,"12726555,15","4317906,257",84-88大司空北M90,,tombe,,,,"1,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",大司空东南M646,,tombe,,,,"1,00",remblai,entier,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Dasikong,"12726555,15","4317906,257",53大司空M28,,tombe,,,,,,,"1,00",plateforme_2,membre,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Dasikong,"12726555,15","4317906,257",53大司空M146,,tombe,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",53大司空M157,,tombe,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",53大司空M162,,tombe,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",53大司空M165,,tombe,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",53大司空M170,,tombe,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",53大司空M174,,tombe,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",53大司空M225,,tombe,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",53大司空M233,,tombe,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",53大司空M256,,tombe,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",53大司空M300,,tombe,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",53大司空M304,,tombe,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",53大司空M305,,tombe,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",53大司空M312,,tombe,"1,00",plateforme_2,membre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",53大司空M23,,tombe,,,,,,,,,,,,,,,,,,,"1,00",plateforme_2,entier,,,,,,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",53大司空M108,,tombe,,,,,,,,,,,,,,,,,,,"1,00",cercueil,entier,,,,,,,,,,,,,,,,,,,,"1,00"
,Dasikong,"12726555,15","4317906,257",53大司空M98,,tombe,,,,"3,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00"
,Dasikong,"12726555,15","4317906,257",53大司空M313,,tombe,,,,"3,00",fosse_ceinture,entier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,00"
,Dasikong,"12726555,15","4317906,257",53大司空M175,,fosse,,,,,,,,,,,,,"2,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,"2,00"
,Dasikong,"12726555,15","4317906,257",66大司空M292,,fosse,,,,,,,,,,,,,"2,00",fosse,entier,,,,,,,,,,,,,,,,,,,,,,,,,,
